File_Name,Location,Date,Oto_Num,Measurement,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,20.052,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,21.731,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,23.383,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,24.953,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,27.569,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,27.569,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,6.004,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,8.84,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,11.577,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,13.907,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,15.62,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,17.887,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,19.887,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,21.711,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,23.672,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_106_JS_reimage0001.tif,GHP,150601,106,23.711,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,4.977,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,7.509,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,11.093,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,13.817,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,16.971,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,19.654,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,22.119,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_107_JS_reimage0002.tif,GHP,150601,107,22.119,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,4.584,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,6.372,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,8.877,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,10.89,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,13.435,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,14.936,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,16.88,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,19.077,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_108_JS_reimage0002.tif,GHP,150601,108,19.023,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,6.014,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,8.867,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,11.301,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,13.67,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,15.711,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,17.324,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,18.998,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,20.983,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,23.657,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,25.357,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,26.335,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_109_JS_reimage0001.tif,GHP,150601,109,26.335,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,5.221,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,10.741,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,12.313,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,14.246,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,15.55,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,17.094,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,18.883,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,20.702,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_110_JS_reimage0002.tif,GHP,150601,110,21.627,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,8.58,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,11.471,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,13.641,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,15.973,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,18.321,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,21.513,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,24.539,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,27.814,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,30.181,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,33.037,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,35.887,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,38.76,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,42.283,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,44.988,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,47.835,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_112_JS_reimage.tif,GHP,150601,112,49.75,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,-,,,,,,,,,,,,,,,,,,,,,
